,Name,Rating,Popularity,Studio,Type,Genres,Era
708,Ginga Tetsudou 999,7.88,14747.0,Toei Animation,TV,Sci-Fi/Adventure/Space/Drama,Old
709,Hakuouki Movie 1: Kyoto Ranbu,7.88,14920.0,Studio Deen,Movie,Action/Historical/Supernatural/Drama/Samurai/Josei,New
710,Hanasakeru Seishounen,7.88,41496.0,Studio Pierrot,TV,Drama/Romance/Shoujo,New
711,Hayate no Gotoku!!,7.88,73974.0,J.C.Staff,TV,Action/Harem/Comedy/Parody/Romance,New
712,Heartcatch Precure!,7.88,14704.0,Toei Animation,TV,Action/Slice of Life/Fantasy/Magic/Comedy/School/Shoujo,New
713,Hidamari Sketch x 365,7.88,20643.0,Shaft,TV,Slice of Life/Comedy/School,New
715,InuYasha: Tenka Hadou no Ken,7.88,56076.0,Kyoto Animation,Movie,Adventure/Comedy/Demons/Drama/Fantasy/Historical/Romance/Shounen/Supernatural,Classic
717,Kino no Tabi: Nanika wo Suru Tame ni - Life Goes On.,7.88,30499.0,A.C.G.T.,Movie,Adventure/Drama/Fantasy,Classic
718,Kyoukai no Kanata,7.88,447733.0,Kyoto Animation,TV,Slice of Life/Supernatural/Fantasy,New
721,Pandora Hearts,7.88,259754.0,Xebec,TV,Adventure/Fantasy/Mystery/Shounen/Supernatural,New
722,Shingeki no Bahamut: Virgin Soul,7.88,95273.0,MAPPA,TV,Action/Adventure/Demons/Supernatural/Magic/Fantasy,New
724,Tegamibachi Reverse,7.88,39945.0,Studio Pierrot,TV,Adventure/Supernatural/Fantasy/Shounen,New
725,The Last: Naruto the Movie,7.88,123098.0,Studio Pierrot,Movie,Action/Super Power/Romance/Martial Arts/Shounen,New
726,Urusei Yatsura Movie 2: Beautiful Dreamer,7.88,6743.0,Studio Pierrot,Movie,Action/Adventure/Comedy/Romance/Drama/Sci-Fi,Old
727,Watashi no Ashinaga Ojisan,7.88,6613.0,Nippon Animation,TV,Comedy/Historical/Romance/School/Shoujo/Slice of Life,Old
728,Aoi Bungaku Series,7.87,108191.0,Madhouse,TV,Psychological/Historical/Thriller/Drama/Seinen,New
729,Arashi no Yoru ni,7.87,12989.0,Group TAC,Movie,Adventure/Comedy/Drama/Fantasy,Classic
730,Densetsu Kyojin Ideon: Hatsudou-hen,7.87,3534.0,Sunrise,Movie,Drama/Mecha/Sci-Fi/Space,Old
731,Detective Conan Movie 16: The Eleventh Striker,7.87,18219.0,TMS Entertainment,Movie,Adventure/Comedy/Mystery/Police/Shounen/Sports,New
732,Detective Conan Movie 17: Private Eye in the Distant Sea,7.87,16058.0,TMS Entertainment,Movie,Adventure/Comedy/Mystery/Police/Shounen,New
733,Hana yori Dango,7.87,31912.0,Toei Animation,TV,Drama/Romance/School/Shoujo,Classic
736,Mobile Suit Gundam,7.87,59607.0,Sunrise,TV,Action/Military/Sci-Fi/Space/Mecha,Old
738,Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,7.87,111284.0,Satelight,TV,Sci-Fi/Drama/Romance/Fantasy,New
741,Yamada-kun to 7-nin no Majo (TV),7.87,261482.0,LIDENFILMS,TV,Harem/Mystery/Comedy/Supernatural/Romance/School/Shounen,New
743,Ao Haru Ride,7.86,288486.0,Production I.G,TV,Comedy/Drama/Romance/School/Shoujo/Slice of Life,New
744,Bokura wa Minna Kawaisou,7.86,192403.0,Brain's Base,TV,Slice of Life/Comedy/Romance/School,New
745,Da Yu Hai Tang,7.86,11139.0,B&T,Movie,Adventure/Drama/Romance/Supernatural,New
746,Ghost in the Shell: Stand Alone Complex - Solid State Society 3D,7.86,9071.0,Production I.G,Movie,Police/Mecha/Military/Mystery/Sci-Fi/Seinen,New
747,Ie Naki Ko,7.86,5397.0,Madhouse,TV,Adventure/Drama/Historical/Kids/Slice of Life,Old
748,K-On!,7.86,448451.0,Kyoto Animation,TV,Slice of Life/Comedy/Music/School,New
749,Kyou kara Maou!,7.86,64767.0,Studio Deen,TV,Adventure/Comedy/Demons/Fantasy/Shoujo,Classic
750,Mind Game,7.86,37452.0,Studio 40C,Movie,Adventure/Comedy/Dementia/Psychological/Romance,Classic
752,Mobile Suit Gundam III: Encounters in Space,7.86,13204.0,Sunrise,Movie,Action/Military/Sci-Fi/Adventure/Space/Drama/Mecha,Old
754,Oniisama e...,7.86,14102.0,Tezuka Productions,TV,Drama/School/Shoujo/Shoujo Ai,Old
756,Slayers,7.86,81931.0,E&G Films,TV,Adventure/Comedy/Demons/Magic/Fantasy,Classic
757,Tamayura: Sotsugyou Shashin Part 2 - Hibiki,7.86,4181.0,TYO Animations,Movie,Comedy/Drama/Slice of Life,New
758,Ueki no Housoku,7.86,68502.0,Studio Deen,TV,Adventure/Comedy/Supernatural/Drama/Shounen,Classic
759,Binbougami ga!,7.85,137957.0,Sunrise,TV,Comedy/Parody/Supernatural/Shounen,New
761,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,7.85,462598.0,J.C.Staff,TV,Action/Adventure/Comedy/Romance/Fantasy,New
763,Hoozuki no Reitetsu,7.85,58046.0,Wit Studio,TV,Comedy/Demons/Supernatural/Fantasy/Seinen,New
764,Jin-Rou,7.85,75724.0,Production I.G,Movie,Drama/Military/Police/Psychological/Romance,Classic
765,Mobile Suit Gundam Wing,7.85,94898.0,Sunrise,TV,Action/Military/Sci-Fi/Space/Drama/Mecha,Classic
766,Naruto,7.85,838408.0,Studio Pierrot,TV,Action/Comedy/Super Power/Martial Arts/Shounen,Classic
767,Nisekoi,7.85,436817.0,Shaft,TV,Harem/Comedy/Romance/School/Shounen,New
770,Persona 3 the Movie 2: Midsummer Knight's Dream,7.85,34752.0,A-1 Pictures,Movie,Action/Supernatural/Fantasy,New
772,Soukou Kihei Votoms,7.85,10614.0,Sunrise,TV,Action/Drama/Mecha/Military/Sci-Fi/Space,Old
774,Tantei Gakuen Q,7.85,18675.0,Studio Pierrot,TV,Comedy/Drama/Mystery/Police/Shounen,Classic
775,Uchuu Kaizoku Captain Herlock,7.85,17531.0,Toei Animation,TV,Action/Sci-Fi/Adventure/Space/Drama/Seinen,Old
776,Ao no Exorcist Movie,7.84,129569.0,A-1 Pictures,Movie,Action/Demons/Fantasy/Shounen/Supernatural,New
777,Arslan Senki (TV),7.84,188084.0,SANZIGEN,TV,Action/Adventure/Historical/Drama/Fantasy/Shounen,New
778,Break Blade 2: Ketsubetsu no Michi,7.84,47954.0,Production I.G,Movie,Action/Fantasy/Mecha/Military/Shounen,New
779,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,7.84,97615.0,Lerche,TV,Action/Mystery/Horror/Psychological,New
781,Genshiken 2,7.84,59691.0,Arms,TV,Comedy/Parody/Slice of Life,New
782,Hai to Gensou no Grimgar,7.84,288668.0,A-1 Pictures,TV,Action/Adventure/Drama/Fantasy,New
785,Lupin the IIIrd: Chikemuri no Ishikawa Goemon,7.84,7047.0,Telecom Animation Film,Movie,Action/Adventure/Comedy/Drama,New
786,Mobile Police Patlabor 2: The Movie,7.84,13898.0,Production I.G,Movie,Drama/Mecha/Mystery/Police/Sci-Fi,Old
789,Pokemon XY&Z,7.84,24053.0,OLM,TV,Action/Adventure/Comedy/Fantasy/Kids,New
790,Princess Principal,7.84,55178.0,Actas,TV,Action/Mystery,New
791,Shaman King,7.84,194926.0,Xebec,TV,Action/Adventure/Comedy/Supernatural/Drama/Shounen,Classic
792,Toaru Kagaku no Railgun,7.84,265455.0,J.C.Staff,TV,Action/Sci-Fi/Super Power,New
794,Arakawa Under the Bridge x Bridge,7.83,92749.0,Shaft,TV,Comedy/Romance/Seinen,New
795,Bishoujo Senshi Sailor Moon Crystal Season III,7.83,21787.0,Toei Animation,TV,Demons/Magic/Romance/Shoujo,New
797,Chibi Maruko-chan,7.83,5522.0,Nippon Animation,TV,Comedy/Slice of Life/Shoujo,Old
799,Giovanni no Shima,7.83,13182.0,Production I.G,Movie,Drama/Historical,New
804,Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,7.83,26880.0,Shaft,Movie,Adventure/Drama/Fantasy,New
806,Naruto: Shippuuden Movie 6 - Road to Ninja,7.83,108312.0,Studio Pierrot,Movie,Action/Super Power/Adventure/Martial Arts/Shounen,New
808,Piano no Mori,7.83,29452.0,Madhouse,Movie,Adventure/Music/Comedy/Drama/School/Seinen,New
810,Seikai no Senki,7.83,20427.0,Sunrise,TV,Action/Military/Romance/Sci-Fi/Space,Classic
811,Seitokai Yakuindomo*,7.83,119807.0,GoHands,TV,Slice of Life/Comedy/School/Shounen,New
812,Sidonia no Kishi,7.83,138915.0,Polygon Pictures,TV,Action/Mecha/Sci-Fi/Seinen/Space,New
813,Space Cobra,7.83,8360.0,Tokyo Movie Shinsha,TV,Action/Adventure/Sci-Fi/Space,Old
816,Akame ga Kill!,7.82,647901.0,White Fox,TV,Action/Adventure/Fantasy,New
817,Another,7.82,665623.0,P.A. Works,TV,Mystery/Horror/Supernatural/Thriller/School,New
822,Kimi to Boku.,7.82,99490.0,J.C.Staff,TV,Comedy/Drama/Romance/School/Shounen/Slice of Life,New
824,Lupin the Third: Mine Fujiko to Iu Onna,7.82,27572.0,TMS Entertainment,TV,Action/Adventure/Comedy/Ecchi/Samurai/Seinen,New
826,Memories,7.82,45374.0,Madhouse,Movie,Sci-Fi/Horror/Psychological/Drama,Classic
827,Romeo x Juliet,7.82,105689.0,Gonzo,TV,Fantasy/Romance/Historical/Drama,New
829,Tetsuwan Birdy Decode:02,7.82,32672.0,A-1 Pictures,TV,Action/Sci-Fi/Comedy,New
831,Detective Conan Movie 19: The Hellfire Sunflowers,7.81,12137.0,TMS Entertainment,Movie,Action/Mystery/Police/Shounen,New
832,Digimon Adventure: Bokura no War Game!,7.81,42029.0,Toei Animation,Movie,Sci-Fi/Adventure/Comedy/Kids,Classic
833,Hello! Lady Lynn,7.81,2033.0,Toei Animation,TV,Drama,Old
834,High School DxD New,7.81,334835.0,TNK,TV,Action/Harem/Comedy/Demons/Romance/Ecchi/School,New
836,Kakegurui,7.88,160383.0,MAPPA,TV,Game/Mystery/Psychological/Drama/School/Shounen,New
838,Kochira Katsushikaku Kameari Kouenmae Hashutsujo (TV),7.81,5813.0,Studio Gallop,TV,Slice of Life/Comedy/Police,Classic
839,"Kumo no Mukou, Yakusoku no Basho",7.81,121699.0,CoMix Wave Films,Movie,Drama/Military/Romance/Sci-Fi,Classic
842,Maria-sama ga Miteru: Haru,7.81,16331.0,Studio Deen,TV,Drama/Romance/School/Shoujo/Shoujo Ai,Classic
843,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,7.81,268223.0,Diomedea,TV,Comedy/Supernatural/Fantasy,New
844,Owari no Seraph: Nagoya Kessen-hen,7.81,256099.0,Wit Studio,TV,Action/Supernatural/Drama/Vampire/Shounen,New
845,Princess Sara,7.81,8919.0,Nippon Animation,TV,Slice of Life/Historical/Drama/Shoujo,Old
847,Sora no Otoshimono: Tokeijikake no Angeloid,7.81,80874.0,AIC A.S.T.A.,Movie,Comedy/Drama/Ecchi/Harem/Romance/Sci-Fi/Shounen/Supernatural,New
848,Toaru Majutsu no Index II,7.81,212595.0,J.C.Staff,TV,Action/Sci-Fi/Super Power/Magic,New
849,Tsuritama,7.81,101504.0,A-1 Pictures,TV,Comedy/Sci-Fi/Slice of Life/Sports,New
850,AKB0048: Next Stage,7.8,24636.0,Satelight,TV,Music/Sci-Fi,New
851,Bungou Stray Dogs,7.8,280977.0,Bones,TV,Action/Mystery/Comedy/Supernatural/Seinen,New
853,Chi's Sweet Home,7.8,40397.0,Madhouse,TV,Slice of Life/Comedy,New
854,Demi-chan wa Kataritai,7.8,141554.0,A-1 Pictures,TV,Comedy/Fantasy/School/Seinen,New
856,Hakkenden: Touhou Hakken Ibun 2nd Season,7.8,38130.0,Studio Deen,TV,Action/Fantasy/Shoujo/Supernatural,New
857,Hourou Musuko,7.8,64592.0,AIC Classic,TV,Drama/School/Slice of Life,New
858,Macross Plus Movie Edition,7.8,9275.0,Triangle Staff,Movie,Action/Adventure/Mecha/Military/Romance/Sci-Fi/Space,Classic
859,Mitsudomoe Zouryouchuu!,7.8,29153.0,Bridge,TV,Slice of Life/Comedy/School,New
862,Seikai no Monshou,7.8,29535.0,Sunrise,TV,Action/Military/Sci-Fi/Space/Romance,Classic
864,Soredemo Sekai wa Utsukushii,7.8,125641.0,Studio Pierrot,TV,Adventure/Romance/Fantasy/Shoujo,New
865,Working!!,7.8,223327.0,A-1 Pictures,TV,Slice of Life/Comedy/Romance,New
866,Baka to Test to Shoukanjuu,7.79,350013.0,Silver Link.,TV,Comedy/Romance/School/Super Power,New
868,Break Blade 6: Doukoku no Toride,7.79,41829.0,Production I.G,Movie,Action/Mecha/Military/Shounen,New
869,Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,7.79,3205.0,Shin-Ei Animation,Movie,Comedy/Ecchi/Kids/School/Shounen/Slice of Life,Classic
870,Daa! Daa! Daa!,7.79,14095.0,J.C.Staff,TV,Comedy/Sci-Fi/Shoujo,Classic
871,Densetsu no Yuusha no Densetsu,7.79,158021.0,Zexcs,TV,Action/Adventure/Magic/Fantasy/Shounen,New
872,Detective Conan: Conan vs. Kid - Shark & Jewel,7.79,3474.0,add some,Movie,Adventure/Comedy/Kids/Mystery/Police/Shounen,Classic
873,Eikoku Koi Monogatari Emma,7.79,27825.0,Studio Pierrot,TV,Slice of Life/Historical/Drama/Romance/Seinen,Classic
874,Elfen Lied,7.79,739982.0,Arms,TV,Action/Horror/Psychological/Supernatural/Drama/Romance/Seinen,Classic
875,Flip Flappers,7.79,85537.0,Studio 3Hz,TV,Sci-Fi/Adventure/Comedy,New
876,Fruits Basket,7.79,271301.0,Studio Deen,TV,Slice of Life/Comedy/Drama/Romance/Fantasy/Shoujo,Classic
877,Garo Movie: Divine Flame,7.79,11973.0,MAPPA,Movie,Action/Demons/Supernatural/Magic/Fantasy,New
878,Go! Princess Precure,7.79,6326.0,Toei Animation,TV,Action/Comedy/Fantasy/Magic/School/Shoujo/Slice of Life,New
880,K: Return of Kings,7.79,146115.0,GoHands,TV,Action/Super Power/Supernatural,New
882,Kyoukai no Kanata Movie: I'll Be Here - Kako-hen,7.79,55147.0,Kyoto Animation,Movie,Action/Fantasy/Supernatural,New
883,Minami-ke,7.79,116297.0,Daume,TV,Slice of Life/Comedy/School,New
886,Sora no Otoshimono: Forte,7.79,170014.0,AIC A.S.T.A.,TV,Comedy/Ecchi/Harem/Romance/Sci-Fi/Shounen/Supernatural,New
889,Bishoujo Senshi Sailor Moon R: The Movie,7.78,37096.0,Toei Animation,Movie,Drama/Magic/Romance/Shoujo,Old
890,Blood+,7.78,232717.0,Production I.G,TV,Action/Military/Mystery/Horror/Supernatural/Drama/Vampire,Classic
891,Bokurano,7.78,92104.0,Gonzo,TV,Sci-Fi/Psychological/Drama/Mecha,New
892,Chrno Crusade,7.78,154817.0,Gonzo,TV,Action/Historical/Demons/Supernatural/Romance,Classic
893,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,7.78,72625.0,Sunrise,Movie,Action/Mecha/Military,New
895,Full Metal Panic!,7.78,286490.0,Gonzo,TV,Action/Military/Sci-Fi/Comedy/Mecha,Classic
896,Gakuen Alice,7.78,58808.0,Group TAC,TV,Comedy/Magic/School/Shoujo,Classic
898,"Ima, Soko ni Iru Boku",7.78,67986.0,AIC,TV,Adventure/Drama/Fantasy/Military/Sci-Fi,Classic
900,Mobile Suit Gundam: Char's Counterattack,7.78,21872.0,Sunrise,Movie,Military/Sci-Fi/Space/Drama/Mecha,Old
902,Panty & Stocking with Garterbelt,7.78,184106.0,Gainax,TV,Action/Comedy/Parody/Supernatural/Ecchi,New
903,Poyopoyo Kansatsu Nikki,7.78,15031.0,Studio Deen,TV,Slice of Life/Comedy/Seinen,New
904,Tenkuu no Escaflowne,7.78,91961.0,Sunrise,TV,Adventure/Romance/Fantasy/Mecha/Shoujo,Classic
905,Texhnolyze,7.78,113061.0,Madhouse,TV,Action/Sci-Fi/Psychological/Drama,Classic
908,Udon no Kuni no Kiniro Kemari,7.78,53971.0,LIDENFILMS,TV,Slice of Life/Fantasy/Seinen,New
909,Aria The Animation,7.77,87825.0,Hal Film Maker,TV,Fantasy/Sci-Fi/Shounen/Slice of Life,Classic
911,Dragon Quest: Dai no Daibouken,7.77,10561.0,Toei Animation,TV,Adventure/Comedy/Demons/Magic/Martial Arts/Fantasy/Shounen,Old
913,Guilty Crown,7.77,557876.0,Production I.G,TV,Action/Drama/Sci-Fi/Super Power,New
914,Hoshi wo Ou Kodomo,7.77,96776.0,CoMix Wave Films,Movie,Adventure/Fantasy/Romance,New
915,Jigoku Shoujo Mitsuganae,7.77,67852.0,Studio Deen,TV,Mystery/Psychological/Supernatural,New
916,JoJo no Kimyou na Bouken: Phantom Blood,7.77,11888.0,APPP,Movie,Action/Adventure/Horror/Shounen/Vampire,New
917,Kara no Kyoukai 1: Fukan Fuukei,7.77,207235.0,ufotable,Movie,Action/Mystery/Supernatural/Thriller,New
918,Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou,7.78,9399.0,Production I.G,Movie,Comedy/Sports/Shounen,New
921,Minami-ke Tadaima,7.77,35244.0,feel.,TV,Comedy/School/Slice of Life,New
922,New Game!,7.77,156696.0,Doga Kobo,TV,Slice of Life/Comedy,New
923,Nurarihyon no Mago,7.77,144584.0,Studio Deen,TV,Action/Demons/Shounen/Supernatural,New
924,Persona 3 the Movie 1: Spring of Birth,7.77,54874.0,AIC A.S.T.A.,Movie,Action/Supernatural/Fantasy,New
925,Pretty Rhythm: Rainbow Live,7.77,5823.0,Tatsunoko Production,TV,Slice of Life/Sports/Music/Shoujo,New
928,Senki Zesshou Symphogear AXZ,7.77,10347.0,Satelight,TV,Action/Sci-Fi/Music,New
929,Servant x Service,7.77,92990.0,A-1 Pictures,TV,Comedy/Slice of Life,New
930,Shingeki no Bahamut: Genesis,7.77,201748.0,MAPPA,TV,Action/Adventure/Demons/Fantasy/Magic/Supernatural,New
931,Toaru Hikuushi e no Tsuioku,7.77,33326.0,Madhouse,Movie,Adventure/Military/Romance,New
932,Tokyo Ravens,7.77,212031.0,8bit,TV,Comedy/Super Power/Supernatural/School/Shounen,New
933,Urusei Yatsura,7.77,28919.0,Studio Pierrot,TV,Action/Sci-Fi/Adventure/Comedy/Drama/Romance,Old
935,Bishoujo Senshi Sailor Moon S: Kaguya Hime no Koibito,7.76,32080.0,Toei Animation,Movie,Adventure/Fantasy/Magic/Comedy/Romance/Drama/Shoujo,Old
936,Break Blade 1: Kakusei no Toki,7.76,62944.0,Production I.G,Movie,Action/Fantasy/Mecha/Military/Shounen,New
939,Fushigi Yuugi,7.76,68354.0,Studio Pierrot,TV,Adventure/Fantasy/Magic/Martial Arts/Comedy/Romance/Historical/Drama/Shoujo,Classic
941,Higashi no Eden: Air Communication,7.76,22310.0,Production I.G,Movie,Mystery/Comedy/Romance,New
943,Jigoku Shoujo,7.76,202535.0,Studio Deen,TV,Mystery/Horror/Psychological/Supernatural,Classic
944,Kanojo to Kanojo no Neko: Everything Flows,7.76,50914.0,LIDENFILMS,TV,Psychological/Romance/Slice of Life,New
945,Mahouka Koukou no Rettousei,7.76,366884.0,Madhouse,TV,Sci-Fi/Supernatural/Magic/Romance/School,New
946,Nobunaga Concerto,7.76,30487.0,Fuji TV,TV,Historical/Romance/Shounen,New
947,One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,7.76,43388.0,Toei Animation,Movie,Adventure/Comedy/Fantasy/Shounen,Classic
949,Rakudai Kishi no Cavalry,7.76,267802.0,Silver Link.,TV,Action/Ecchi/Fantasy/Romance/School,New
951,Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,7.76,8710.0,Toei Animation,Movie,Comedy/Drama/School/Shounen/Slice of Life/Sports,Classic
952,Tales of Vesperia: The First Strike,7.76,34080.0,Production I.G,Movie,Action/Adventure/Fantasy/Magic/Military,New
954,Towa no Quon 6: Towa no Quon,7.76,21594.0,Bones,Movie,Action/Super Power/Supernatural,New
955,Trapp Ikka Monogatari,7.76,3429.0,Nippon Animation,TV,Drama/Historical/Music/Romance,Old
956,Utawarerumono,7.76,102781.0,OLM,TV,Action/Sci-Fi/Drama/Fantasy,Classic
957,Yowamushi Pedal Movie,7.76,13161.0,TMS Entertainment,Movie,Comedy/Drama/Shounen/Sports,New
959,Bishoujo Senshi Sailor Moon R,7.75,81192.0,Toei Animation,TV,Demons/Magic/Romance/Shoujo,Old
962,Ga-Rei: Zero,7.75,160584.0,AIC Spirits,TV,Action/Super Power/Supernatural/Thriller,New
964,Hakuouki Hekketsuroku,7.75,55763.0,Studio Deen,TV,Action/Historical/Supernatural/Drama/Samurai/Josei,New
965,Higashi no Eden Movie II: Paradise Lost,7.75,96130.0,Production I.G,Movie,Action/Comedy/Drama/Mystery/Romance/Thriller,New
966,Ichigo Mashimaro,7.75,50360.0,Daume,TV,Slice of Life/Comedy,Classic
967,InuYasha: Kagami no Naka no Mugenjo,7.75,59822.0,Sunrise,Movie,Adventure/Demons/Drama/Fantasy/Historical/Romance/Shounen/Supernatural,Classic
969,Kemono Friends,7.75,30528.0,Yaoyorozu,TV,Adventure/Comedy/Fantasy,New
970,Kore wa Zombie Desu ka? of the Dead,7.75,212302.0,Studio Deen,TV,Action/Harem/Comedy/Supernatural/Magic/Ecchi,New
971,Mahoujin Guruguru,7.75,5227.0,Nippon Animation,TV,Adventure/Comedy/Magic/Fantasy/Shounen,Old
972,Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo,7.75,40549.0,8bit,Movie,Action/Sci-Fi/Supernatural/Magic/Romance/School,New
974,Shakugan no Shana II (Second),7.75,205163.0,J.C.Staff,TV,Action/Drama/Fantasy/Romance/School/Supernatural,New
975,Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,7.75,36380.0,Wit Studio,Movie,Action/Super Power/Drama/Fantasy/Shounen,New
977,To LOVE-Ru Darkness,7.75,165381.0,Xebec,TV,Comedy/Ecchi/Harem/Romance/School/Sci-Fi/Shounen,New
978,To LOVE-Ru Darkness 2nd,7.75,98038.0,Xebec,TV,Comedy/Ecchi/Harem/Romance/School/Sci-Fi/Shounen,New
979,ACCA: 13-ku Kansatsu-ka,7.74,61294.0,Madhouse,TV,Police/Drama/Fantasy/Seinen,New
980,Ajin Part 1: Shoudou,7.74,26582.0,Polygon Pictures,Movie,Action/Mystery/Horror/Supernatural/Seinen,New
982,Ao no Exorcist: Kyoto Fujouou-hen,7.74,205932.0,A-1 Pictures,TV,Action/Demons/Supernatural/Fantasy/Shounen,New
983,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,7.74,117027.0,Lerche,TV,Action/Mystery/Horror/Psychological,New
985,Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,7.74,1651.0,Shin-Ei Animation,Movie,Adventure/Comedy/Fantasy/Kids/Shounen,New
988,Lupin III,7.74,41123.0,Tokyo Movie Shinsha,TV,Action/Adventure/Comedy/Shounen,Old
990,Momo e no Tegami,7.74,37644.0,Production I.G,Movie,Supernatural/Drama,New
991,Muumindani no Suisei,7.74,4916.0,Visual 80,Movie,Adventure/Comedy/Fantasy/Kids,Old
992,No.6,7.74,198926.0,Bones,TV,Action/Sci-Fi,New
993,Sengoku Basara Movie: The Last Party,7.74,20018.0,Production I.G,Movie,Action/Historical/Martial Arts/Samurai/Super Power,New
994,Senjou no Valkyria,7.74,87595.0,A-1 Pictures,TV,Action/Military/Romance,New
996,Special A,7.74,198766.0,Gonzo,TV,Comedy/Romance/School/Shoujo,New
997,Tegamibachi,7.74,78524.0,Studio Pierrot,TV,Adventure/Supernatural/Fantasy/Shounen,New
998,Turn A Gundam,7.74,22939.0,Sunrise,TV,Action/Military/Sci-Fi/Adventure/Space/Drama/Mecha,Classic
999,Yoru wa Mijikashi Arukeyo Otome,7.74,8740.0,Science SARU,Movie,Comedy/Romance,New
1000,Zero no Tsukaima F,7.74,207796.0,J.C.Staff,TV,Adventure/Magic/Romance/Ecchi/Fantasy,New
1001,Ajin,7.73,229955.0,Polygon Pictures,TV,Action/Mystery/Horror/Supernatural/Seinen,New
1002,Bleach Movie 4: Jigoku-hen,7.73,106560.0,Studio Pierrot,Movie,Action/Comedy/Super Power/Supernatural/Shounen,New
1003,Cardcaptor Sakura Movie 1,7.73,61520.0,Madhouse,Movie,Comedy/Drama/Magic/Fantasy/Shoujo,Classic
1004,Crayon Shin-chan,7.73,30249.0,Shin-Ei Animation,TV,Slice of Life/Comedy/Kids/Ecchi/School/Seinen,Old
1005,D-Frag!,7.73,189876.0,Brain's Base,TV,Comedy/Game/School/Seinen,New
1006,Digimon Adventure tri. 2: Ketsui,7.73,40423.0,Toei Animation,Movie,Action/Adventure/Comedy/Drama,New
1007,Doraemon (1979),7.73,17318.0,Shin-Ei Animation,TV,Kids/Adventure/Fantasy/Comedy/Sci-Fi/Shounen,Old
1009,Genshiken,7.73,114369.0,Palm Studio,TV,Slice of Life/Comedy/Parody,Classic
1011,Ginga Tetsudou 999 (Movie),7.73,8482.0,Toei Animation,Movie,Sci-Fi/Adventure/Space/Drama/Fantasy,Old
1012,Kindaichi Shounen no Jikenbo Returns 2nd Season,7.73,4728.0,Toei Animation,TV,Mystery/Shounen,New
1013,Kingsglaive: Final Fantasy XV,7.73,26525.0,add some,Movie,Action,New
1014,Majin Tantei Nougami Neuro,7.73,46939.0,Madhouse,TV,Mystery/Comedy/Demons/Supernatural/Shounen,New
1015,Mousou Dairinin,7.73,162159.0,Madhouse,TV,Mystery/Dementia/Police/Psychological/Supernatural/Drama/Thriller,Classic
1016,Mujin Wakusei Survive,7.73,14132.0,Madhouse,TV,Action/Adventure/Fantasy/Sci-Fi/Slice of Life,Classic
1017,Persona 3 the Movie 3: Falling Down,7.73,26601.0,A-1 Pictures,Movie,Action/Supernatural/Fantasy,New
1018,Taiyou no Ko Esteban,7.73,6188.0,Studio Pierrot,TV,Adventure/Historical/Sci-Fi,Old
1019,Tonari no Kaibutsu-kun,7.73,425116.0,Brain's Base,TV,Slice of Life/Comedy/Romance/School/Shoujo,New
1020,Towa no Quon 4: Guren no Shoushin,7.73,21320.0,Bones,Movie,Action/Super Power/Supernatural,New
1021,Uchuu Patrol Luluco,7.72,73326.0,Trigger,TV,Action/Adventure/Comedy/Space,New
1022,Bishoujo Senshi Sailor Moon,7.72,165986.0,Toei Animation,TV,Magic/Romance/Demons/Shoujo,Old
1023,Fullmetal Alchemist: The Conqueror of Shamballa,7.72,205569.0,Bones,Movie,Military/Comedy/Historical/Drama/Fantasy/Shounen,Classic
1024,Gakkou no Kaidan,7.72,54091.0,Studio Pierrot,TV,Mystery/Horror/Supernatural,Classic
1025,Hayate no Gotoku!,7.72,143070.0,SynergySP,TV,Action/Harem/Comedy/Parody/Romance/Shounen,New
1026,Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... Desu ka!?,7.72,3728.0,Toei Animation,Movie,Fantasy/Kids/Magic/Shoujo,New
1027,Higashi no Eden Movie I: The King of Eden,7.72,112263.0,Production I.G,Movie,Comedy/Drama/Mystery/Romance/Slice of Life/Thriller,New
1029,Itazura na Kiss,7.72,155753.0,TMS Entertainment,TV,Comedy/Romance/Shoujo,New
1030,Kara no Kyoukai Remix: Gate of Seventh Heaven,7.72,27350.0,ufotable,Movie,Action/Mystery/Romance/Super Power/Thriller,New
1031,Mahou Shoujo Lyrical Nanoha StrikerS,7.72,38305.0,Seven Arcs,TV,Action/Magic/Comedy/Super Power/Drama,New
